Car Name,Make,Model,KM's driven,Price,Fuel_Diesel,Fuel_Hybrid,Fuel_Petrol,Transmission_Manual,Car Age
Suzuki Swift DLX 1.3 2010 automatic,Suzuki,Swift,157000,1670000,False,False,True,False,14
Sentro2006 RS 798000,Hyundai,Santro,123521,798000,False,False,True,True,18
full general call me 03163204600,Daihatsu,Cuore,60000,960000,False,False,False,True,12
Suzuki alto vxl ags,Suzuki,Alto,61130,2525000,False,False,True,False,4
Cuore 2005 Excellent Condition,Daihatsu,Cuore,100000,650000,False,False,True,True,19
Kia sportage 2006 registered 2006,KIA,Sportage,150000,2800000,False,False,True,False,18
Xli convert Gli 2007,Toyota,Corolla XLI,189900,850000,False,False,True,True,17
toyota passo,Toyota,Passo,140000,1650000,False,False,True,False,17
Suzuki Ravi,Suzuki,Ravi,4000,2000000,False,False,True,True,1
baleno jxr 2003,Suzuki,Baleno,158624,760000,False,False,True,True,21
lancer 2007 Station Wagon,Mitsubishi,Lancer,106414,1750000,False,False,True,False,17
Suzuki alto vxr2007 with CNG company fitied,Suzuki,Alto,125500,620000,False,False,False,True,17
Suzuki Bolan 2021,Suzuki,Bolan,62000,1850000,False,False,True,True,3
Suzuki Mehran Vxr 2017 Efi,Suzuki,Mehran VXR,65000,1175000,False,False,True,True,7
corolla gli 2017 model km. 57000 full automatic,Toyota,Corolla GLI,57000,4200000,False,False,True,False,7
Coure 2012 Ecomatic / Automatic ( Original ),Daihatsu,Cuore,60000,1850000,False,False,True,False,12
coure cx Eco,Daihatsu,Cuore,10000,1250000,False,False,True,True,18
city aspire 1.5,Honda,City Aspire,170000,2750000,False,False,True,True,11
Suzuki Carry Bolan 2005,Suzuki,Bolan,111111,580000,False,False,True,True,19
Mira 2007/2012 Mint condition,Daihatsu,Mira,100000,1620000,False,False,True,False,17
Toyota Corolla gli 2016 automatic,Toyota,Corolla GLI,101000,4025000,False,False,True,False,8
Faw XPV For Sale,FAW,X-PV,72597,1600000,False,False,True,True,9
Alto vxr for sal 2021 LCD kamra lga ha,Suzuki,Alto,45000,2240000,False,False,True,True,3
Honda City 2015 modal,Honda,City IVTEC,85000,2980000,False,False,True,True,9
Yaris 1.5 Auto,Toyota,Yaris,55700,4300000,False,False,True,False,3
just by and drive total genuine,KIA,Picanto,22000,3100000,False,False,True,False,2
HONDA CIVIC 2016 0300/848/5879,Honda,City IVTEC,159000,2750000,False,False,True,True,8
very good condition,Suzuki,Bolan,59421,665000,False,False,True,False,18
faw Diba hai xp v dual ac 2019 modal hai,FAW,X-PV,9862,975000,False,False,True,True,5
Honda city iDSi,Honda,City IDSI,188000,1720000,False,False,True,True,18
Alto vxr,Suzuki,Alto,100000,780000,False,False,True,True,16
Every Full Join Fresh Import 2018/2023,Suzuki,Every,46000,2750000,False,False,True,False,6
suzuki wagon r vxl,Suzuki,Wagon R,52800,2650000,False,False,True,True,4
Suzuki Cultus 2007 Total orignal,Suzuki,Cultus VXR,81530,850000,False,False,True,True,17
chevrolet,Chevrolet,Exclusive,153804,780000,False,False,True,True,19
Daihatsu Mira,Daihatsu,Mira,100000,1290000,False,False,True,True,12
Toyota Corolla Grande climate control,Toyota,Altis Grande,113000,4150000,False,False,True,False,8
*SUZUKI ALTO JAPANESE 660 CC*,Suzuki,Alto,87000,1890000,False,False,True,False,11
I sale my car,Suzuki,Cultus VXR,85000,900000,False,False,True,True,19
SUZUKI MEHRAN VXR,Suzuki,Mehran VXR,60000,1260000,False,False,True,True,7
Honda city aspire 1.5 ivtec prosmatic,Honda,City Aspire,120000,3350000,False,False,True,False,8
Changan Alsvin For sale Like new,Changan,Alsvin,15000,4500000,False,False,True,False,2
Toyota Corrolla Altis 2005 Model,Toyota,Corrolla Altis,125000,1465000,False,False,True,False,19
Toyota Axio fielder 2016 model 2018 hybrid S pushstart 1.5 1st owner,Toyota,Corolla Axio,86500,4990000,False,True,False,False,8
Alto Sale,Suzuki,Alto,45000,2225000,False,False,True,True,4
Suzuki Cultus 2014 Home Used Car,Suzuki,Cultus VXR,50000,1350000,False,False,True,True,10
Mitsubishi Ek Wagon,Mitsubishi,Ek Wagon,60000,2800000,False,False,True,False,7
Changan Alsvin 1.5 DCT Comfort,Changan,Alsvin,15500,4025000,False,False,True,False,3
car for sell,Toyota,Corolla XLI,180000,2480000,False,False,True,True,10
Alto VXR 2004 For Sale,Suzuki,Alto,28000,490000,False,False,True,True,20
Mira for sale 2014,Daihatsu,Mira,110000,2625000,False,False,True,False,10
Honda city 2017 medal hy automatic hy original  car hy,Honda,City IVTEC,75000,3250000,False,False,True,False,7
Kia Classic 2000 Model For Sale,KIA,Classic,168000,590000,False,False,True,True,24
assalamu alaikum bhai move custom hi 12 beta 15 model,Daihatsu,Move,9000,1875000,False,False,True,False,12
Toyota corolla Gli,Toyota,Corolla GLI,80000,3750000,False,False,True,True,6
Toyota Corolla GLI 2010 Model,Toyota,Corolla GLI,150000,2050000,False,False,True,True,14
Chevrolet Exclusive LS,Chevrolet,Exclusive,10000,750000,False,False,True,True,19
For sale MEHRAN 2009,Suzuki,Mehran VXR,49000,685000,False,False,True,True,15
Toyota Yaris 22 model total genuine for sale,Toyota,Yaris,39000,3900000,False,False,True,True,2
Honda city first owner file missing owner moujod hai,Honda,City Vario,57000,1050000,False,False,True,True,20
DAIHATSU MOVE X LIMITED 2020 MODEL 2023 IMPORT,Daihatsu,Move,61000,3420000,False,False,True,False,4
Mira ES,Daihatsu,Mira,57000,3100000,False,False,True,False,5
HONDA CITY 1.3 GENUINE,Honda,City IVTEC,58000,3500000,False,False,True,True,5
Salam family use car,Honda,Civic Oriel,82000,3750000,False,False,True,False,9
Carolla XLi Model 2006  With CNg and Pentrol All Oky,Toyota,Corolla XLI,347000,1580000,False,False,False,True,18
Cuore 2010 Model Urgent Sale,Daihatsu,Cuore,120000,950000,False,False,True,True,14
Honda City 1.3 2015 Model,Honda,City IVTEC,86000,2750000,False,False,True,True,9
mira esi,Daihatsu,Mira,55381,2500000,False,False,True,False,9
city 2000 A1 condition,Honda,City IDSI,1111,750000,False,False,True,True,24
dihatsu curoe 2005model  0/3/0/9/9/9/9/9/8/15 Whtsp,Daihatsu,Cuore,12345,880000,False,False,True,True,19
HONDA CIVIC CRUISE CONTROL PADDLE SHIFTERS,Honda,Civic Prosmetic,180763,1890000,False,False,True,False,17
swift GL,Suzuki,Swift,9000,4000000,False,False,True,True,2
Hijet for sale,Daihatsu,Hijet,99800,1540000,False,False,True,True,6
Honda Steermatic model 2006,Honda,City IVTEC,78659,1990000,False,False,True,False,18
Suzuki Bolan 2015,Suzuki,Bolan,22000,1325000,False,False,True,True,9
"Honda City 1.3 Manual, model December 2016",Honda,City IVTEC,84000,2475000,False,False,True,True,8
coure cx eco,Daihatsu,Cuore,204000,1100000,False,False,True,True,14
Honda Civic 1.7 (D17A) Oriel,Honda,Civic Oriel,190000,1470000,False,False,True,True,19
Toyata Carolla Altis 1.6 SR cruisetronic,Toyota,Corrolla Altis,100000,3650000,False,False,True,False,11
Alto Geniune Home Used,Suzuki,Alto,66000,1075000,False,False,True,True,12
Honda City 2015,Honda,City IVTEC,108650,2800000,False,False,True,True,9
Honda city Aspire,Honda,City Aspire,75000,3850000,False,False,True,False,6
Mehran 2017A,Suzuki,Mehran VXR,46000,1375000,False,False,True,True,7
better than cultus Mehran core  Move Mira etc,Toyota,Passo,100000,2300000,False,False,True,False,15
Toyota Yaris 1.5 Atvi X CVT,Toyota,Yaris,24000,4500000,False,False,True,False,4
mercedes benz c180,Mercedes,C Class,110000,4875000,False,False,True,False,16
suzuki every 2015/21 model. total genuine,Suzuki,Every,63000,2190000,False,False,True,False,3
suzuki bolan,Suzuki,Bolan,10000,450000,False,False,True,True,17
Honda City 2006,Honda,City IDSI,200000,1380000,False,False,True,True,18
HIJET CARGO AUTOMATIC 2013/2018 2 CRUISE,Daihatsu,Hijet,130000,1375000,False,False,True,False,11
Honda City Vario Automatic urgent sell,Honda,City Vario,114852,1425000,False,False,True,False,19
Lancer,Mitsubishi,Lancer,150000,950000,False,False,True,True,19
Toyota Corolla Gli 2018.,Toyota,Corolla GLI,56300,4100000,False,False,True,True,6
Cultus 2014 Euro II,Suzuki,Cultus VXR,34000,1650000,False,False,True,True,10
Cuore 2007 CX Eco,Daihatsu,Cuore,167000,680000,False,False,True,True,17
coure 2006 model,Daihatsu,Cuore,123456,650000,False,False,True,True,18
Hiroof 2016 urgent sale,Suzuki,Bolan,125000,975000,False,False,True,True,8
ALTO VXL,Suzuki,Alto,72000,2500000,False,False,True,False,4
suzuki Alto S,Suzuki,Alto,28000,3500000,False,False,True,False,5
Daihatsu mira x memorial 2015/2018,Daihatsu,Mira,87500,2595000,False,False,True,False,9
Honda civic,Honda,Civic Oriel,123456,1150000,False,False,True,True,21
Daihatsu Cuore 2005,Daihatsu,Cuore,100000,580000,False,False,True,True,19
Automatic wagon R car for sale,Suzuki,Wagon R,98000,1950000,False,False,True,False,12
Honda City 2018/19 mdl,Honda,City IVTEC,120000,3150000,False,False,True,True,6
Mitsubishi Lancer,Mitsubishi,Lancer,250000,1600000,False,False,True,True,19
Honda City 2005 model Vario(Auto),Honda,City Vario,230000,1815000,False,False,True,False,19
HONDA CITY 1.5 ASPIRE,Honda,City Aspire,94000,2875000,False,False,True,False,10
HONDA CITY AUTOMATIC 2006 Modal,Honda,City Vario,1234,1625000,False,False,True,False,18
Mazda Carol In Good Condition just buy and Drive,Suzuki,Alto,158000,1650000,False,False,True,True,13
baleno japan assembl 2000,Suzuki,Baleno,111111,950000,False,False,True,True,24
Suzuki Bolan Cary,Suzuki,Bolan,50000,650000,False,False,True,True,19
santro,Hyundai,Santro,150000,850000,False,False,True,True,18
Toyota Corolla XLi VVTi,Toyota,Corolla XLI,174000,2050000,False,False,True,True,14
kia picanto 2022/23,KIA,Picanto,7000,3350000,False,False,True,False,2
Suzuki Swift GLX Cvt,Suzuki,Swift,6000,4700000,False,False,True,False,2
suzuki Bolan for Sale Awailble,Suzuki,Bolan,15000,585000,False,False,True,True,12
tottal jenwan 19 kilomtr city me eaverage,Daihatsu,Cuore,150000,965000,False,False,True,True,14
Hyundai Santro club gv 2008 model total geniune,Hyundai,Santro,1234,1020000,False,False,True,True,16
Gli car 2014 untuch,Toyota,Corolla GLI,165000,3200000,False,False,True,True,10
Suzuki Baleno for sale,Suzuki,Baleno,96990,1150000,False,False,True,True,20
city aspire 2021,Honda,City Aspire,54000,3950000,False,False,True,False,3
Suzuki Alto For Sell,Suzuki,Alto,45000,2400000,False,False,True,True,2
Corolla gli automatic 2019,Toyota,Corolla GLI,30000,5000000,False,False,True,False,5
Suzuki Bolan,Suzuki,Bolan,60000,700000,False,False,True,True,17
Mercedes Benz E class,Mercedes,E Class,165000,2800000,False,False,True,False,24
Daihatsu Move  2010 Model Lahore number plate (2014) Family car sale,Daihatsu,Move,60000,2000000,False,False,True,False,14
urgent sale,Daihatsu,Cuore,12345,700000,False,False,True,True,15
Honda city 2014.03077840565.,Honda,City IVTEC,115000,2525000,False,False,True,True,10
Kia Sportage 2003,KIA,Sportage,123456,922000,False,False,True,False,21
honda civic oriel 2000,Honda,Civic Oriel,57000,1360000,False,False,True,True,24
mira 2004 Register 2014,Daihatsu,Mira,125000,1250000,False,False,True,False,20
Mehran VXR 2015,Suzuki,Mehran VXR,120000,1300000,False,False,True,True,9
SUZUKI ALTO VXL AGS,Suzuki,Alto,60500,2550000,False,False,True,False,4
Suzuki wagon r VXL 2020,Suzuki,Wagon R,58000,2450000,False,False,True,True,4
Toyota Yaris 1.3 Ativ,Toyota,Yaris,38000,4000000,False,False,True,False,4
Toyota Corolla Altis  1.6  Automatic  2019,Toyota,Corrolla Altis,154000,4900000,False,False,True,False,5
passo 2004 (2013 import),Toyota,Passo,110000,1725000,False,False,True,False,20
Suzuki alto vxl 2020 total geniun,Suzuki,Alto,52000,2500000,False,False,True,False,4
Honda civic 2017/18,Honda,Civic Prosmetic,116000,5000000,False,False,True,False,7
Hammad khalil,Honda,Civic Oriel,76000,3750000,False,False,True,False,8
A1  Condition,Daihatsu,Cuore,100000,1375000,False,False,True,True,13
Honda city 1.3 atomitc,Honda,City IVTEC,174000,3650000,False,False,True,False,4
Honda Civic Reborn 2011 prosmaetic in good condition,Honda,Civic Prosmetic,143000,2300000,False,False,True,False,13
corolla altis 1.6 automatic 2015 well maintained car,Toyota,Corrolla Altis,180000,3480000,False,False,True,False,9
0300 2697046.0321 6362064,Daihatsu,Cuore,180000,1060000,False,False,True,False,16
urgent sale,Suzuki,Bolan,100000,550000,False,False,True,True,13
Fabulous condition 2005 Automatic City for sale. . 0322-4277432,Honda,City Vario,88000,1795000,False,False,True,False,19
toyota yaris ativ 1.3 automatic,Toyota,Yaris,18000,4700000,False,False,True,False,3
Suzuki Swift Dlx,Suzuki,Swift,149000,1525000,False,False,True,True,13
For sale,Suzuki,Ravi,108000,550000,False,False,False,True,13
Mehran VXR 2010,Suzuki,Mehran VXR,160000,680000,False,False,True,True,14
cairy,Suzuki,Bolan,70000,1900000,False,False,True,True,3
Wagon R vxl,Suzuki,Wagon R,59820,2350000,False,False,True,True,6
GLI 2014 limited edition B to B geniun,Toyota,Corolla GLI,24000,4400000,False,False,True,True,10
Honda City Aspire prosmatic 1.5,Honda,City Aspire,185000,2900000,False,False,True,False,10
"HHonda City Aspire 1.5 , full Option, December 2021 inv. . 100% Geniun",Honda,City Aspire,34000,4800000,False,False,True,False,3
Chevrolet Excvlusive 2005 Manual Transmission,Chevrolet,Exclusive,170996,690000,False,False,True,True,21
Daihatsu Mira,Daihatsu,Mira,80000,2150000,False,False,True,False,10
santro plus in like new condition for sale,Hyundai,Santro,125555,575000,False,False,True,True,23
"MAKER : HONDA CiVIC VTI ORIAL PROSMETIC 
MODEL : 2012",Honda,Civic Prosmetic,126000,3050000,False,False,True,False,12
hijet 2012. japan. 2017 pakistan,Daihatsu,Hijet,124563,1150000,False,False,True,False,7
Honda City,Honda,City IVTEC,140000,2700000,False,False,True,True,9
honda city 1.3,Honda,City IVTEC,65000,3200000,False,False,True,True,7
Honda Civic 2016 Model Hard Top white colour,Honda,Civic Prosmetic,89000,4480000,False,False,True,False,8
Honda City 1.3 Manual I VTEC,Honda,City IVTEC,90000,3350000,False,False,True,True,7
hijet,Daihatsu,Hijet,120000,1700000,False,False,True,False,10
XLi 2004 model Total geniune car 100% seal by seal,Toyota,Corolla XLI,99000,2450000,False,False,True,True,1
Suzuki alto urgent sale krni he,Suzuki,Alto,60000,620000,False,False,True,False,6
kia classic for sell,KIA,Classic,50000,315000,False,False,True,True,21
Mira 2012/2015,Daihatsu,Mira,130000,2280000,False,False,True,False,12
suzuki mehran,Suzuki,Mehran VXR,37000,1290000,False,False,True,True,9
Suzuki Bolan 2010/11,Suzuki,Bolan,123456,690000,False,False,True,True,13
Honda civic 2017 model ug,Honda,Civic Oriel,79000,4550000,False,False,True,False,7
Honda city / honda city idsi / white honda city car 2005,Honda,City IDSI,128000,1340000,False,False,True,False,19
Mira 2015 full option,Daihatsu,Mira,92000,2290000,False,False,True,False,9
passo for sale 2006 model 12 register Islamabad register,Toyota,Passo,12345,1850000,False,False,True,False,18
suzuki baleno 2006 geniune condition,Suzuki,Baleno,150000,1025000,False,False,True,True,18
very good,Suzuki,Wagon R,11000,3070000,False,False,True,True,2
cuore,Daihatsu,Cuore,98000,815000,False,False,True,True,16
Mehran 2015/16 vxr,Suzuki,Mehran VXR,100000,820000,False,False,True,True,8
urgent sale,Toyota,Corolla XLI,102000,3250000,False,False,True,True,7
HONDA CIVIC EAGLE EYE ES,Honda,Civic Prosmetic,103886,1440000,False,False,True,False,20
Yaris 2023 Gli Manual 1.3 silver Colour,Toyota,Yaris,8800,4200000,False,False,True,True,1
Daihatus Move 2015 model 2018 import 2018 number Lahore,Daihatsu,Move,63900,2550000,False,False,True,False,9
Toyota corolla Altis for sale,Toyota,Corrolla Altis,24584,1400000,False,False,True,True,17
Suzuki baleno,Suzuki,Baleno,195000,950000,False,False,True,True,22
Wagon R vxr,Suzuki,Wagon R,36000,2400000,False,False,True,True,4
honda civic reborn 2011 for family type,Honda,Civic Prosmetic,70000,2150000,False,False,True,False,13
Honda City 2011,Honda,City IVTEC,118000,2430000,False,False,True,True,13
Mitsubishi Lancer 1.5 2006/12,Mitsubishi,Lancer,154000,1700000,False,False,True,False,18
toyota xli 2019,Toyota,Corolla XLI,147000,3000000,False,False,True,True,5
Mitsubishi lancer 2006,Mitsubishi,Lancer,105000,1650000,False,False,True,True,18
2015 faw v2 black,FAW,V2,95000,1250000,False,False,True,True,10
suzuki pick up ravi 2017 power steering & power windows,Suzuki,Ravi,60585,1185000,False,False,True,True,7
Cultus Best condition,Suzuki,Cultus VXR,25000,890000,False,False,True,True,19
Santro club 2005,Hyundai,Santro,11224,725000,False,False,True,True,19
Hyundai santro GV,Hyundai,Santro,175000,980000,False,False,True,True,17
Hijet,Daihatsu,Hijet,55000,1400000,False,False,True,False,13
Toyota Xli 2012 model for sale,Toyota,Corolla XLI,150000,2199000,False,False,True,True,12
Cheverlot Automatic,Chevrolet,Joy,87000,755000,False,False,True,False,18
"Altis Grande 2015, silver, sunroof",Toyota,Altis Grande,96000,3525000,False,False,True,False,9
Honda Civic (11/12),Honda,Civic Prosmetic,100000,2425000,False,False,True,False,13
Changan karvan Plus model 2021.100% Original Color.,Changan,Karvaan,65200,2150000,False,False,True,True,3
HONDA CITY 2005,Honda,City Aspire,124178,1500000,False,False,True,False,19
DAIHATSU COURE 2006 model,Daihatsu,Cuore,26868,630000,False,False,True,True,18
Toyota Corolla Xli 2012 Model,Toyota,Corolla XLI,151000,2580000,False,False,True,True,12
Honda City 1.3 I-Vtec Prosmatec Automatic 2016 Model,Honda,City IVTEC,103400,3100000,False,False,True,False,8
suzuki alto 2006 model white colour . . registration 8.12. 2006,Suzuki,Alto,117000,630000,False,False,True,True,18
Suzuki Bolan,Suzuki,Bolan,105000,785000,False,False,True,True,9
butt chock college road lhr,Daihatsu,Mira,199658,2500000,False,False,True,False,8
Honda city,Honda,City IVTEC,94000,3660000,False,False,True,True,5
Alto VXR 2020 model full genuine only one piece touch up. .,Suzuki,Alto,78426,2100000,False,False,True,True,4
suzuki baleno sports 2004,Suzuki,Baleno,226000,950000,False,False,True,True,21
Suzuki swift 2013 DLX,Suzuki,Swift,75000,1600000,False,False,True,True,11
Suzuki Every Better then Hijet/Clipper/Scrum/APV/Karvan/Bolan/Changan,Suzuki,Every,118000,1990000,False,False,True,False,12
Daihatsu move Custom turbo,Daihatsu,Move,99000,2200000,False,False,True,False,13
Toyota Corolla Altis 1.6 2016,Toyota,Corrolla Altis,109000,4100000,False,False,True,False,8
Changaan Karvaan Plus 2021,Changan,Karvaan,11800,2450000,False,False,True,True,3
Terios Kid 2003 _2007,Daihatsu,Terios Kid,190000,1350000,False,False,True,False,21
